カード1,カード2,カード3,カード1属性,カード2属性,カード3属性
11,70,42,"ハート,3,赤,中同色","ハート,2,紫,中同色","ハート,1,緑,中同色"
11,71,41,"ハート,3,赤,中同色","丸,1,紫,中同色","三角,2,緑,中同色"
11,72,40,"ハート,3,赤,中同色","三角,3,紫,中同色","丸,3,緑,中同色"
11,73,3,"ハート,3,赤,中同色","三角,1,赤,中無","丸,2,赤,中白"
11,74,2,"ハート,3,赤,中同色","ハート,3,赤,中無","ハート,3,赤,中白"
11,75,1,"ハート,3,赤,中同色","丸,2,赤,中無","三角,1,赤,中白"
11,76,9,"ハート,3,赤,中同色","丸,3,赤,中無","三角,3,赤,中白"
11,77,8,"ハート,3,赤,中同色","三角,2,赤,中無","丸,1,赤,中白"
11,78,7,"ハート,3,赤,中同色","ハート,1,赤,中無","ハート,2,赤,中白"
11,79,6,"ハート,3,赤,中同色","ハート,2,赤,中無","ハート,1,赤,中白"
11,80,5,"ハート,3,赤,中同色","丸,1,赤,中無","三角,2,赤,中白"
11,81,4,"ハート,3,赤,中同色","三角,3,赤,中無","丸,3,赤,中白"
12,13,17,"丸,2,赤,中同色","丸,3,赤,中同色","丸,1,赤,中同色"
12,14,16,"丸,2,赤,中同色","三角,2,赤,中同色","ハート,2,赤,中同色"
12,15,18,"丸,2,赤,中同色","ハート,1,赤,中同色","三角,3,赤,中同色"
12,16,14,"丸,2,赤,中同色","ハート,2,赤,中同色","三角,2,赤,中同色"
12,17,13,"丸,2,赤,中同色","丸,1,赤,中同色","丸,3,赤,中同色"
12,18,15,"丸,2,赤,中同色","三角,3,赤,中同色","ハート,1,赤,中同色"
12,19,56,"丸,2,赤,中同色","三角,1,緑,中無","ハート,3,紫,中白"
12,20,55,"丸,2,赤,中同色","ハート,3,緑,中無","三角,1,紫,中白"
12,21,57,"丸,2,赤,中同色","丸,2,緑,中無","丸,2,紫,中白"
12,22,62,"丸,2,赤,中同色","丸,3,緑,中無","丸,1,紫,中白"
12,23,61,"丸,2,赤,中同色","三角,2,緑,中無","ハート,2,紫,中白"
12,24,63,"丸,2,赤,中同色","ハート,1,緑,中無","三角,3,紫,中白"
12,25,59,"丸,2,赤,中同色","ハート,2,緑,中無","三角,2,紫,中白"
12,26,58,"丸,2,赤,中同色","丸,1,緑,中無","丸,3,紫,中白"
12,27,60,"丸,2,赤,中同色","三角,3,緑,中無","ハート,1,紫,中白"
12,28,47,"丸,2,赤,中同色","三角,1,緑,中白","ハート,3,紫,中無"
12,29,46,"丸,2,赤,中同色","ハート,3,緑,中白","三角,1,紫,中無"
12,30,48,"丸,2,赤,中同色","丸,2,緑,中白","丸,2,紫,中無"
12,31,53,"丸,2,赤,中同色","丸,3,緑,中白","丸,1,紫,中無"
12,32,52,"丸,2,赤,中同色","三角,2,緑,中白","ハート,2,紫,中無"
12,33,54,"丸,2,赤,中同色","ハート,1,緑,中白","三角,3,紫,中無"
12,34,50,"丸,2,赤,中同色","ハート,2,緑,中白","三角,2,紫,中無"
12,35,49,"丸,2,赤,中同色","丸,1,緑,中白","丸,3,紫,中無"
12,36,51,"丸,2,赤,中同色","三角,3,緑,中白","ハート,1,紫,中無"
12,37,65,"丸,2,赤,中同色","三角,1,緑,中同色","ハート,3,紫,中同色"
12,38,64,"丸,2,赤,中同色","ハート,3,緑,中同色","三角,1,紫,中同色"
12,39,66,"丸,2,赤,中同色","丸,2,緑,中同色","丸,2,紫,中同色"
12,40,71,"丸,2,赤,中同色","丸,3,緑,中同色","丸,1,紫,中同色"
12,41,70,"丸,2,赤,中同色","三角,2,緑,中同色","ハート,2,紫,中同色"
12,42,72,"丸,2,赤,中同色","ハート,1,緑,中同色","三角,3,紫,中同色"
12,43,68,"丸,2,赤,中同色","ハート,2,緑,中同色","三角,2,紫,中同色"
12,44,67,"丸,2,赤,中同色","丸,1,緑,中同色","丸,3,紫,中同色"
12,45,69,"丸,2,赤,中同色","三角,3,緑,中同色","ハート,1,紫,中同色"
12,46,29,"丸,2,赤,中同色","三角,1,紫,中無","ハート,3,緑,中白"
12,47,28,"丸,2,赤,中同色","ハート,3,紫,中無","三角,1,緑,中白"
12,48,30,"丸,2,赤,中同色","丸,2,紫,中無","丸,2,緑,中白"
12,49,35,"丸,2,赤,中同色","丸,3,紫,中無","丸,1,緑,中白"
12,50,34,"丸,2,赤,中同色","三角,2,紫,中無","ハート,2,緑,中白"
12,51,36,"丸,2,赤,中同色","ハート,1,紫,中無","三角,3,緑,中白"
12,52,32,"丸,2,赤,中同色","ハート,2,紫,中無","三角,2,緑,中白"
12,53,31,"丸,2,赤,中同色","丸,1,紫,中無","丸,3,緑,中白"
12,54,33,"丸,2,赤,中同色","三角,3,紫,中無","ハート,1,緑,中白"
12,55,20,"丸,2,赤,中同色","三角,1,紫,中白","ハート,3,緑,中無"
12,56,19,"丸,2,赤,中同色","ハート,3,紫,中白","三角,1,緑,中無"
12,57,21,"丸,2,赤,中同色","丸,2,紫,中白","丸,2,緑,中無"
12,58,26,"丸,2,赤,中同色","丸,3,紫,中白","丸,1,緑,中無"
12,59,25,"丸,2,赤,中同色","三角,2,紫,中白","ハート,2,緑,中無"
12,60,27,"丸,2,赤,中同色","ハート,1,紫,中白","三角,3,緑,中無"
12,61,23,"丸,2,赤,中同色","ハート,2,紫,中白","三角,2,緑,中無"
12,62,22,"丸,2,赤,中同色","丸,1,紫,中白","丸,3,緑,中無"
12,63,24,"丸,2,赤,中同色","三角,3,紫,中白","ハート,1,緑,中無"
12,64,38,"丸,2,赤,中同色","三角,1,紫,中同色","ハート,3,緑,中同色"
12,65,37,"丸,2,赤,中同色","ハート,3,紫,中同色","三角,1,緑,中同色"
12,66,39,"丸,2,赤,中同色","丸,2,紫,中同色","丸,2,緑,中同色"
12,67,44,"丸,2,赤,中同色","丸,3,紫,中同色","丸,1,緑,中同色"
12,68,43,"丸,2,赤,中同色","三角,2,紫,中同色","ハート,2,緑,中同色"
12,69,45,"丸,2,赤,中同色","ハート,1,紫,中同色","三角,3,緑,中同色"
12,70,41,"丸,2,赤,中同色","ハート,2,紫,中同色","三角,2,緑,中同色"
12,71,40,"丸,2,赤,中同色","丸,1,紫,中同色","丸,3,緑,中同色"
12,72,42,"丸,2,赤,中同色","三角,3,紫,中同色","ハート,1,緑,中同色"
12,73,2,"丸,2,赤,中同色","三角,1,赤,中無","ハート,3,赤,中白"
12,74,1,"丸,2,赤,中同色","ハート,3,赤,中無","三角,1,赤,中白"
12,75,3,"丸,2,赤,中同色","丸,2,赤,中無","丸,2,赤,中白"
12,76,8,"丸,2,赤,中同色","丸,3,赤,中無","丸,1,赤,中白"
12,77,7,"丸,2,赤,中同色","三角,2,赤,中無","ハート,2,赤,中白"
12,78,9,"丸,2,赤,中同色","ハート,1,赤,中無","三角,3,赤,中白"
12,79,5,"丸,2,赤,中同色","ハート,2,赤,中無","三角,2,赤,中白"
12,80,4,"丸,2,赤,中同色","丸,1,赤,中無","丸,3,赤,中白"
12,81,6,"丸,2,赤,中同色","三角,3,赤,中無","ハート,1,赤,中白"
13,14,15,"丸,3,赤,中同色","三角,2,赤,中同色","ハート,1,赤,中同色"
13,15,14,"丸,3,赤,中同色","ハート,1,赤,中同色","三角,2,赤,中同色"
13,16,10,"丸,3,赤,中同色","ハート,2,赤,中同色","三角,1,赤,中同色"
13,17,12,"丸,3,赤,中同色","丸,1,赤,中同色","丸,2,赤,中同色"
13,18,11,"丸,3,赤,中同色","三角,3,赤,中同色","ハート,3,赤,中同色"
13,19,61,"丸,3,赤,中同色","三角,1,緑,中無","ハート,2,紫,中白"
13,20,63,"丸,3,赤,中同色","ハート,3,緑,中無","三角,3,紫,中白"
13,21,62,"丸,3,赤,中同色","丸,2,緑,中無","丸,1,紫,中白"
13,22,58,"丸,3,赤,中同色","丸,3,緑,中無","丸,3,紫,中白"
13,23,60,"丸,3,赤,中同色","三角,2,緑,中無","ハート,1,紫,中白"
13,24,59,"丸,3,赤,中同色","ハート,1,緑,中無","三角,2,紫,中白"
13,25,55,"丸,3,赤,中同色","ハート,2,緑,中無","三角,1,紫,中白"
13,26,57,"丸,3,赤,中同色","丸,1,緑,中無","丸,2,紫,中白"
13,27,56,"丸,3,赤,中同色","三角,3,緑,中無","ハート,3,紫,中白"
13,28,52,"丸,3,赤,中同色","三角,1,緑,中白","ハート,2,紫,中無"
13,29,54,"丸,3,赤,中同色","ハート,3,緑,中白","三角,3,紫,中無"
13,30,53,"丸,3,赤,中同色","丸,2,緑,中白","丸,1,紫,中無"
13,31,49,"丸,3,赤,中同色","丸,3,緑,中白","丸,3,紫,中無"
13,32,51,"丸,3,赤,中同色","三角,2,緑,中白","ハート,1,紫,中無"
13,33,50,"丸,3,赤,中同色","ハート,1,緑,中白","三角,2,紫,中無"
13,34,46,"丸,3,赤,中同色","ハート,2,緑,中白","三角,1,紫,中無"
13,35,48,"丸,3,赤,中同色","丸,1,緑,中白","丸,2,紫,中無"
13,36,47,"丸,3,赤,中同色","三角,3,緑,中白","ハート,3,紫,中無"
13,37,70,"丸,3,赤,中同色","三角,1,緑,中同色","ハート,2,紫,中同色"
13,38,72,"丸,3,赤,中同色","ハート,3,緑,中同色","三角,3,紫,中同色"
13,39,71,"丸,3,赤,中同色","丸,2,緑,中同色","丸,1,紫,中同色"
13,40,67,"丸,3,赤,中同色","丸,3,緑,中同色","丸,3,紫,中同色"
13,41,69,"丸,3,赤,中同色","三角,2,緑,中同色","ハート,1,紫,中同色"
13,42,68,"丸,3,赤,中同色","ハート,1,緑,中同色","三角,2,紫,中同色"
13,43,64,"丸,3,赤,中同色","ハート,2,緑,中同色","三角,1,紫,中同色"
13,44,66,"丸,3,赤,中同色","丸,1,緑,中同色","丸,2,紫,中同色"
13,45,65,"丸,3,赤,中同色","三角,3,緑,中同色","ハート,3,紫,中同色"
13,46,34,"丸,3,赤,中同色","三角,1,紫,中無","ハート,2,緑,中白"
13,47,36,"丸,3,赤,中同色","ハート,3,紫,中無","三角,3,緑,中白"
13,48,35,"丸,3,赤,中同色","丸,2,紫,中無","丸,1,緑,中白"
13,49,31,"丸,3,赤,中同色","丸,3,紫,中無","丸,3,緑,中白"
13,50,33,"丸,3,赤,中同色","三角,2,紫,中無","ハート,1,緑,中白"
13,51,32,"丸,3,赤,中同色","ハート,1,紫,中無","三角,2,緑,中白"
13,52,28,"丸,3,赤,中同色","ハート,2,紫,中無","三角,1,緑,中白"
13,53,30,"丸,3,赤,中同色","丸,1,紫,中無","丸,2,緑,中白"
13,54,29,"丸,3,赤,中同色","三角,3,紫,中無","ハート,3,緑,中白"
13,55,25,"丸,3,赤,中同色","三角,1,紫,中白","ハート,2,緑,中無"
13,56,27,"丸,3,赤,中同色","ハート,3,紫,中白","三角,3,緑,中無"
13,57,26,"丸,3,赤,中同色","丸,2,紫,中白","丸,1,緑,中無"
13,58,22,"丸,3,赤,中同色","丸,3,紫,中白","丸,3,緑,中無"
13,59,24,"丸,3,赤,中同色","三角,2,紫,中白","ハート,1,緑,中無"
13,60,23,"丸,3,赤,中同色","ハート,1,紫,中白","三角,2,緑,中無"
13,61,19,"丸,3,赤,中同色","ハート,2,紫,中白","三角,1,緑,中無"
13,62,21,"丸,3,赤,中同色","丸,1,紫,中白","丸,2,緑,中無"
13,63,20,"丸,3,赤,中同色","三角,3,紫,中白","ハート,3,緑,中無"
13,64,43,"丸,3,赤,中同色","三角,1,紫,中同色","ハート,2,緑,中同色"
13,65,45,"丸,3,赤,中同色","ハート,3,紫,中同色","三角,3,緑,中同色"
13,66,44,"丸,3,赤,中同色","丸,2,紫,中同色","丸,1,緑,中同色"
13,67,40,"丸,3,赤,中同色","丸,3,紫,中同色","丸,3,緑,中同色"
13,68,42,"丸,3,赤,中同色","三角,2,紫,中同色","ハート,1,緑,中同色"
13,69,41,"丸,3,赤,中同色","ハート,1,紫,中同色","三角,2,緑,中同色"
13,70,37,"丸,3,赤,中同色","ハート,2,紫,中同色","三角,1,緑,中同色"
13,71,39,"丸,3,赤,中同色","丸,1,紫,中同色","丸,2,緑,中同色"
13,72,38,"丸,3,赤,中同色","三角,3,紫,中同色","ハート,3,緑,中同色"
13,73,7,"丸,3,赤,中同色","三角,1,赤,中無","ハート,2,赤,中白"
13,74,9,"丸,3,赤,中同色","ハート,3,赤,中無","三角,3,赤,中白"
13,75,8,"丸,3,赤,中同色","丸,2,赤,中無","丸,1,赤,中白"
13,76,4,"丸,3,赤,中同色","丸,3,赤,中無","丸,3,赤,中白"
13,77,6,"丸,3,赤,中同色","三角,2,赤,中無","ハート,1,赤,中白"
13,78,5,"丸,3,赤,中同色","ハート,1,赤,中無","三角,2,赤,中白"
13,79,1,"丸,3,赤,中同色","ハート,2,赤,中無","三角,1,赤,中白"
13,80,3,"丸,3,赤,中同色","丸,1,赤,中無","丸,2,赤,中白"
13,81,2,"丸,3,赤,中同色","三角,3,赤,中無","ハート,3,赤,中白"
14,15,13,"三角,2,赤,中同色","ハート,1,赤,中同色","丸,3,赤,中同色"
14,16,12,"三角,2,赤,中同色","ハート,2,赤,中同色","丸,2,赤,中同色"
14,17,11,"三角,2,赤,中同色","丸,1,赤,中同色","ハート,3,赤,中同色"
14,18,10,"三角,2,赤,中同色","三角,3,赤,中同色","三角,1,赤,中同色"
14,19,63,"三角,2,赤,中同色","三角,1,緑,中無","三角,3,紫,中白"
14,20,62,"三角,2,赤,中同色","ハート,3,緑,中無","丸,1,紫,中白"
14,21,61,"三角,2,赤,中同色","丸,2,緑,中無","ハート,2,紫,中白"
14,22,60,"三角,2,赤,中同色","丸,3,緑,中無","ハート,1,紫,中白"
14,23,59,"三角,2,赤,中同色","三角,2,緑,中無","三角,2,紫,中白"
14,24,58,"三角,2,赤,中同色","ハート,1,緑,中無","丸,3,紫,中白"
14,25,57,"三角,2,赤,中同色","ハート,2,緑,中無","丸,2,紫,中白"
14,26,56,"三角,2,赤,中同色","丸,1,緑,中無","ハート,3,紫,中白"
14,27,55,"三角,2,赤,中同色","三角,3,緑,中無","三角,1,紫,中白"
14,28,54,"三角,2,赤,中同色","三角,1,緑,中白","三角,3,紫,中無"
14,29,53,"三角,2,赤,中同色","ハート,3,緑,中白","丸,1,紫,中無"
14,30,52,"三角,2,赤,中同色","丸,2,緑,中白","ハート,2,紫,中無"
14,31,51,"三角,2,赤,中同色","丸,3,緑,中白","ハート,1,紫,中無"
14,32,50,"三角,2,赤,中同色","三角,2,緑,中白","三角,2,紫,中無"
14,33,49,"三角,2,赤,中同色","ハート,1,緑,中白","丸,3,紫,中無"
14,34,48,"三角,2,赤,中同色","ハート,2,緑,中白","丸,2,紫,中無"
14,35,47,"三角,2,赤,中同色","丸,1,緑,中白","ハート,3,紫,中無"
14,36,46,"三角,2,赤,中同色","三角,3,緑,中白","三角,1,紫,中無"
14,37,72,"三角,2,赤,中同色","三角,1,緑,中同色","三角,3,紫,中同色"
14,38,71,"三角,2,赤,中同色","ハート,3,緑,中同色","丸,1,紫,中同色"
14,39,70,"三角,2,赤,中同色","丸,2,緑,中同色","ハート,2,紫,中同色"
14,40,69,"三角,2,赤,中同色","丸,3,緑,中同色","ハート,1,紫,中同色"
14,41,68,"三角,2,赤,中同色","三角,2,緑,中同色","三角,2,紫,中同色"
14,42,67,"三角,2,赤,中同色","ハート,1,緑,中同色","丸,3,紫,中同色"
14,43,66,"三角,2,赤,中同色","ハート,2,緑,中同色","丸,2,紫,中同色"
14,44,65,"三角,2,赤,中同色","丸,1,緑,中同色","ハート,3,紫,中同色"
14,45,64,"三角,2,赤,中同色","三角,3,緑,中同色","三角,1,紫,中同色"
14,46,36,"三角,2,赤,中同色","三角,1,紫,中無","三角,3,緑,中白"
14,47,35,"三角,2,赤,中同色","ハート,3,紫,中無","丸,1,緑,中白"
14,48,34,"三角,2,赤,中同色","丸,2,紫,中無","ハート,2,緑,中白"
14,49,33,"三角,2,赤,中同色","丸,3,紫,中無","ハート,1,緑,中白"
14,50,32,"三角,2,赤,中同色","三角,2,紫,中無","三角,2,緑,中白"
14,51,31,"三角,2,赤,中同色","ハート,1,紫,中無","丸,3,緑,中白"
14,52,30,"三角,2,赤,中同色","ハート,2,紫,中無","丸,2,緑,中白"
14,53,29,"三角,2,赤,中同色","丸,1,紫,中無","ハート,3,緑,中白"
14,54,28,"三角,2,赤,中同色","三角,3,紫,中無","三角,1,緑,中白"
14,55,27,"三角,2,赤,中同色","三角,1,紫,中白","三角,3,緑,中無"
14,56,26,"三角,2,赤,中同色","ハート,3,紫,中白","丸,1,緑,中無"
14,57,25,"三角,2,赤,中同色","丸,2,紫,中白","ハート,2,緑,中無"
14,58,24,"三角,2,赤,中同色","丸,3,紫,中白","ハート,1,緑,中無"
14,59,23,"三角,2,赤,中同色","三角,2,紫,中白","三角,2,緑,中無"
14,60,22,"三角,2,赤,中同色","ハート,1,紫,中白","丸,3,緑,中無"
14,61,21,"三角,2,赤,中同色","ハート,2,紫,中白","丸,2,緑,中無"
14,62,20,"三角,2,赤,中同色","丸,1,紫,中白","ハート,3,緑,中無"
14,63,19,"三角,2,赤,中同色","三角,3,紫,中白","三角,1,緑,中無"
14,64,45,"三角,2,赤,中同色","三角,1,紫,中同色","三角,3,緑,中同色"
14,65,44,"三角,2,赤,中同色","ハート,3,紫,中同色","丸,1,緑,中同色"
14,66,43,"三角,2,赤,中同色","丸,2,紫,中同色","ハート,2,緑,中同色"
14,67,42,"三角,2,赤,中同色","丸,3,紫,中同色","ハート,1,緑,中同色"
14,68,41,"三角,2,赤,中同色","三角,2,紫,中同色","三角,2,緑,中同色"
14,69,40,"三角,2,赤,中同色","ハート,1,紫,中同色","丸,3,緑,中同色"
14,70,39,"三角,2,赤,中同色","ハート,2,紫,中同色","丸,2,緑,中同色"
14,71,38,"三角,2,赤,中同色","丸,1,紫,中同色","ハート,3,緑,中同色"
14,72,37,"三角,2,赤,中同色","三角,3,紫,中同色","三角,1,緑,中同色"
14,73,9,"三角,2,赤,中同色","三角,1,赤,中無","三角,3,赤,中白"
14,74,8,"三角,2,赤,中同色","ハート,3,赤,中無","丸,1,赤,中白"
14,75,7,"三角,2,赤,中同色","丸,2,赤,中無","ハート,2,赤,中白"
14,76,6,"三角,2,赤,中同色","丸,3,赤,中無","ハート,1,赤,中白"
14,77,5,"三角,2,赤,中同色","三角,2,赤,中無","三角,2,赤,中白"
14,78,4,"三角,2,赤,中同色","ハート,1,赤,中無","丸,3,赤,中白"
14,79,3,"三角,2,赤,中同色","ハート,2,赤,中無","丸,2,赤,中白"
14,80,2,"三角,2,赤,中同色","丸,1,赤,中無","ハート,3,赤,中白"
14,81,1,"三角,2,赤,中同色","三角,3,赤,中無","三角,1,赤,中白"
15,16,11,"ハート,1,赤,中同色","ハート,2,赤,中同色","ハート,3,赤,中同色"
15,17,10,"ハート,1,赤,中同色","丸,1,赤,中同色","三角,1,赤,中同色"
15,18,12,"ハート,1,赤,中同色","三角,3,赤,中同色","丸,2,赤,中同色"
15,19,62,"ハート,1,赤,中同色","三角,1,緑,中無","丸,1,紫,中白"
15,20,61,"ハート,1,赤,中同色","ハート,3,緑,中無","ハート,2,紫,中白"
15,21,63,"ハート,1,赤,中同色","丸,2,緑,中無","三角,3,紫,中白"
15,22,59,"ハート,1,赤,中同色","丸,3,緑,中無","三角,2,紫,中白"
15,23,58,"ハート,1,赤,中同色","三角,2,緑,中無","丸,3,紫,中白"
15,24,60,"ハート,1,赤,中同色","ハート,1,緑,中無","ハート,1,紫,中白"
15,25,56,"ハート,1,赤,中同色","ハート,2,緑,中無","ハート,3,紫,中白"
15,26,55,"ハート,1,赤,中同色","丸,1,緑,中無","三角,1,紫,中白"
15,27,57,"ハート,1,赤,中同色","三角,3,緑,中無","丸,2,紫,中白"
15,28,53,"ハート,1,赤,中同色","三角,1,緑,中白","丸,1,紫,中無"
15,29,52,"ハート,1,赤,中同色","ハート,3,緑,中白","ハート,2,紫,中無"
15,30,54,"ハート,1,赤,中同色","丸,2,緑,中白","三角,3,紫,中無"
15,31,50,"ハート,1,赤,中同色","丸,3,緑,中白","三角,2,紫,中無"
15,32,49,"ハート,1,赤,中同色","三角,2,緑,中白","丸,3,紫,中無"
15,33,51,"ハート,1,赤,中同色","ハート,1,緑,中白","ハート,1,紫,中無"
15,34,47,"ハート,1,赤,中同色","ハート,2,緑,中白","ハート,3,紫,中無"
15,35,46,"ハート,1,赤,中同色","丸,1,緑,中白","三角,1,紫,中無"
15,36,48,"ハート,1,赤,中同色","三角,3,緑,中白","丸,2,紫,中無"
15,37,71,"ハート,1,赤,中同色","三角,1,緑,中同色","丸,1,紫,中同色"
15,38,70,"ハート,1,赤,中同色","ハート,3,緑,中同色","ハート,2,紫,中同色"
15,39,72,"ハート,1,赤,中同色","丸,2,緑,中同色","三角,3,紫,中同色"
15,40,68,"ハート,1,赤,中同色","丸,3,緑,中同色","三角,2,紫,中同色"
15,41,67,"ハート,1,赤,中同色","三角,2,緑,中同色","丸,3,紫,中同色"
15,42,69,"ハート,1,赤,中同色","ハート,1,緑,中同色","ハート,1,紫,中同色"
15,43,65,"ハート,1,赤,中同色","ハート,2,緑,中同色","ハート,3,紫,中同色"
15,44,64,"ハート,1,赤,中同色","丸,1,緑,中同色","三角,1,紫,中同色"
15,45,66,"ハート,1,赤,中同色","三角,3,緑,中同色","丸,2,紫,中同色"
15,46,35,"ハート,1,赤,中同色","三角,1,紫,中無","丸,1,緑,中白"
15,47,34,"ハート,1,赤,中同色","ハート,3,紫,中無","ハート,2,緑,中白"
15,48,36,"ハート,1,赤,中同色","丸,2,紫,中無","三角,3,緑,中白"
15,49,32,"ハート,1,赤,中同色","丸,3,紫,中無","三角,2,緑,中白"
15,50,31,"ハート,1,赤,中同色","三角,2,紫,中無","丸,3,緑,中白"
15,51,33,"ハート,1,赤,中同色","ハート,1,紫,中無","ハート,1,緑,中白"
15,52,29,"ハート,1,赤,中同色","ハート,2,紫,中無","ハート,3,緑,中白"
15,53,28,"ハート,1,赤,中同色","丸,1,紫,中無","三角,1,緑,中白"
15,54,30,"ハート,1,赤,中同色","三角,3,紫,中無","丸,2,緑,中白"
15,55,26,"ハート,1,赤,中同色","三角,1,紫,中白","丸,1,緑,中無"
15,56,25,"ハート,1,赤,中同色","ハート,3,紫,中白","ハート,2,緑,中無"
15,57,27,"ハート,1,赤,中同色","丸,2,紫,中白","三角,3,緑,中無"
15,58,23,"ハート,1,赤,中同色","丸,3,紫,中白","三角,2,緑,中無"
15,59,22,"ハート,1,赤,中同色","三角,2,紫,中白","丸,3,緑,中無"
15,60,24,"ハート,1,赤,中同色","ハート,1,紫,中白","ハート,1,緑,中無"
15,61,20,"ハート,1,赤,中同色","ハート,2,紫,中白","ハート,3,緑,中無"
15,62,19,"ハート,1,赤,中同色","丸,1,紫,中白","三角,1,緑,中無"
15,63,21,"ハート,1,赤,中同色","三角,3,紫,中白","丸,2,緑,中無"
15,64,44,"ハート,1,赤,中同色","三角,1,紫,中同色","丸,1,緑,中同色"
15,65,43,"ハート,1,赤,中同色","ハート,3,紫,中同色","ハート,2,緑,中同色"
15,66,45,"ハート,1,赤,中同色","丸,2,紫,中同色","三角,3,緑,中同色"
15,67,41,"ハート,1,赤,中同色","丸,3,紫,中同色","三角,2,緑,中同色"
15,68,40,"ハート,1,赤,中同色","三角,2,紫,中同色","丸,3,緑,中同色"
15,69,42,"ハート,1,赤,中同色","ハート,1,紫,中同色","ハート,1,緑,中同色"
15,70,38,"ハート,1,赤,中同色","ハート,2,紫,中同色","ハート,3,緑,中同色"
15,71,37,"ハート,1,赤,中同色","丸,1,紫,中同色","三角,1,緑,中同色"
15,72,39,"ハート,1,赤,中同色","三角,3,紫,中同色","丸,2,緑,中同色"
15,73,8,"ハート,1,赤,中同色","三角,1,赤,中無","丸,1,赤,中白"
15,74,7,"ハート,1,赤,中同色","ハート,3,赤,中無","ハート,2,赤,中白"
15,75,9,"ハート,1,赤,中同色","丸,2,赤,中無","三角,3,赤,中白"
15,76,5,"ハート,1,赤,中同色","丸,3,赤,中無","三角,2,赤,中白"
15,77,4,"ハート,1,赤,中同色","三角,2,赤,中無","丸,3,赤,中白"
15,78,6,"ハート,1,赤,中同色","ハート,1,赤,中無","ハート,1,赤,中白"
15,79,2,"ハート,1,赤,中同色","ハート,2,赤,中無","ハート,3,赤,中白"
15,80,1,"ハート,1,赤,中同色","丸,1,赤,中無","三角,1,赤,中白"
15,81,3,"ハート,1,赤,中同色","三角,3,赤,中無","丸,2,赤,中白"
16,17,18,"ハート,2,赤,中同色","丸,1,赤,中同色","三角,3,赤,中同色"
16,18,17,"ハート,2,赤,中同色","三角,3,赤,中同色","丸,1,赤,中同色"
16,19,58,"ハート,2,赤,中同色","三角,1,緑,中無","丸,3,紫,中白"
16,20,60,"ハート,2,赤,中同色","ハート,3,緑,中無","ハート,1,紫,中白"
16,21,59,"ハート,2,赤,中同色","丸,2,緑,中無","三角,2,紫,中白"
16,22,55,"ハート,2,赤,中同色","丸,3,緑,中無","三角,1,紫,中白"
16,23,57,"ハート,2,赤,中同色","三角,2,緑,中無","丸,2,紫,中白"
16,24,56,"ハート,2,赤,中同色","ハート,1,緑,中無","ハート,3,紫,中白"
16,25,61,"ハート,2,赤,中同色","ハート,2,緑,中無","ハート,2,紫,中白"
16,26,63,"ハート,2,赤,中同色","丸,1,緑,中無","三角,3,紫,中白"
16,27,62,"ハート,2,赤,中同色","三角,3,緑,中無","丸,1,紫,中白"
16,28,49,"ハート,2,赤,中同色","三角,1,緑,中白","丸,3,紫,中無"
16,29,51,"ハート,2,赤,中同色","ハート,3,緑,中白","ハート,1,紫,中無"
16,30,50,"ハート,2,赤,中同色","丸,2,緑,中白","三角,2,紫,中無"
16,31,46,"ハート,2,赤,中同色","丸,3,緑,中白","三角,1,紫,中無"
16,32,48,"ハート,2,赤,中同色","三角,2,緑,中白","丸,2,紫,中無"
16,33,47,"ハート,2,赤,中同色","ハート,1,緑,中白","ハート,3,紫,中無"
16,34,52,"ハート,2,赤,中同色","ハート,2,緑,中白","ハート,2,紫,中無"
16,35,54,"ハート,2,赤,中同色","丸,1,緑,中白","三角,3,紫,中無"
16,36,53,"ハート,2,赤,中同色","三角,3,緑,中白","丸,1,紫,中無"
16,37,67,"ハート,2,赤,中同色","三角,1,緑,中同色","丸,3,紫,中同色"
16,38,69,"ハート,2,赤,中同色","ハート,3,緑,中同色","ハート,1,紫,中同色"
16,39,68,"ハート,2,赤,中同色","丸,2,緑,中同色","三角,2,紫,中同色"
16,40,64,"ハート,2,赤,中同色","丸,3,緑,中同色","三角,1,紫,中同色"
16,41,66,"ハート,2,赤,中同色","三角,2,緑,中同色","丸,2,紫,中同色"
16,42,65,"ハート,2,赤,中同色","ハート,1,緑,中同色","ハート,3,紫,中同色"
16,43,70,"ハート,2,赤,中同色","ハート,2,緑,中同色","ハート,2,紫,中同色"
16,44,72,"ハート,2,赤,中同色","丸,1,緑,中同色","三角,3,紫,中同色"
16,45,71,"ハート,2,赤,中同色","三角,3,緑,中同色","丸,1,紫,中同色"
16,46,31,"ハート,2,赤,中同色","三角,1,紫,中無","丸,3,緑,中白"
16,47,33,"ハート,2,赤,中同色","ハート,3,紫,中無","ハート,1,緑,中白"
16,48,32,"ハート,2,赤,中同色","丸,2,紫,中無","三角,2,緑,中白"
16,49,28,"ハート,2,赤,中同色","丸,3,紫,中無","三角,1,緑,中白"
16,50,30,"ハート,2,赤,中同色","三角,2,紫,中無","丸,2,緑,中白"
16,51,29,"ハート,2,赤,中同色","ハート,1,紫,中無","ハート,3,緑,中白"
16,52,34,"ハート,2,赤,中同色","ハート,2,紫,中無","ハート,2,緑,中白"
16,53,36,"ハート,2,赤,中同色","丸,1,紫,中無","三角,3,緑,中白"
